date,region,product,units_sold,revenue,returns
2026-03-19,South,C,68,9777.07,2
2026-03-19,East,A,102,10096.74,4
2026-03-19,East,B,77,9077.43,1
2026-03-19,East,C,70,10291.82,2
2026-03-20,North,A,98,9385.34,3
2026-03-20,North,B,95,11853.06,2
2026-03-20,North,C,69,9835.66,1
2026-03-20,South,A,97,8808.81,2
2026-03-20,South,B,85,10180.15,2
2026-03-20,South,C,60,8996.66,1
2026-03-20,East,A,82,7618.33,3
2026-03-20,East,B,62,7364.79,1
2026-03-20,East,C,56,7978.42,1
2026-03-21,North,A,102,10399.98,2
2026-03-21,North,B,94,11662.23,4
2026-03-21,North,C,64,9463.9,3
2026-03-21,South,A,114,11789.91,1
2026-03-21,South,B,87,10324.71,2
2026-03-21,South,C,63,8816.59,3
2026-03-21,East,A,90,8860.22,1
2026-03-21,East,B,78,8966.61,1
2026-03-21,East,C,56,8218.88,1
2026-03-22,North,A,120,11275.02,4
2026-03-22,North,B,99,12422.2,3
2026-03-22,North,C,65,9495.74,2
2026-03-22,South,A,123,11102.77,2
2026-03-22,South,B,91,10784.21,2
2026-03-22,South,C,61,8484.41,1
2026-03-22,East,A,74,7131.63,1
2026-03-22,East,B,76,9469.35,3
2026-03-22,East,C,64,9022.6,2
2026-03-23,North,A,109,9985.97,2
2026-03-23,North,B,91,11100.48,4
2026-03-23,North,C,63,9027.08,2
2026-03-23,South,A,106,9849.64,2
2026-03-23,South,B,78,9255.69,3
2026-03-23,South,C,65,9284.2,2
2026-03-23,East,A,104,8915.32,2
2026-03-23,East,B,86,10884.11,2
2026-03-23,East,C,63,9105.97,2
2026-03-24,North,A,103,9925.4,3
2026-03-24,North,B,91,10825.29,2
2026-03-24,North,C,75,11574.42,2
2026-03-24,South,A,78,7699.65,3
2026-03-24,South,B,77,9962.15,3
2026-03-24,South,C,63,8847.48,2
2026-03-24,East,A,94,9229.75,1
2026-03-24,East,B,79,9578.33,3
2026-03-24,East,C,49,7144.83,1
2026-03-25,North,A,110,9788.48,3
2026-03-25,North,B,91,11327.56,2
2026-03-25,North,C,79,11975.55,1
2026-03-25,South,A,108,10239.86,5
2026-03-25,South,B,83,9729.08,3
2026-03-25,South,C,62,9086.36,1
2026-03-25,East,A,90,8046.19,2
2026-03-25,East,B,83,10818.05,2
2026-03-25,East,C,66,10093.97,3
2026-03-26,North,A,130,12199.83,2
2026-03-26,North,B,106,12625.24,5
2026-03-26,North,C,75,10024.62,3
2026-03-26,South,A,97,9568.28,2
2026-03-26,South,B,87,10642.67,3
2026-03-26,South,C,66,9458.11,2
2026-03-26,East,A,100,8601.7,4
2026-03-26,East,B,84,10181.08,2
2026-03-26,East,C,60,7918.47,3
2026-03-27,North,A,112,10838.39,2
2026-03-27,North,B,93,11646.49,2
2026-03-27,North,C,71,10018.78,2
2026-03-27,South,A,100,9702.32,2
2026-03-27,South,B,80,10050.88,2
2026-03-27,South,C,73,10430.6,2
2026-03-27,East,A,92,8346.63,2
2026-03-27,East,B,73,8953.17,3
2026-03-27,East,C,61,8583.8,2
2026-03-28,North,A,110,10896.57,5
2026-03-28,North,B,84,9876.61,3
2026-03-28,North,C,76,10298.58,1
2026-03-28,South,A,88,8864.54,1
2026-03-28,South,B,76,9273.9,3
2026-03-28,South,C,70,9368.35,1
2026-03-28,East,A,100,9297.77,1
2026-03-28,East,B,71,8470.57,3
2026-03-28,East,C,57,8230.73,2
2026-03-29,North,A,106,10228.22,1
2026-03-29,North,B,91,10570.86,2
2026-03-29,North,C,67,10429.19,2
2026-03-29,South,A,108,10956.0,2
2026-03-29,South,B,83,9482.28,3
2026-03-29,South,C,67,9787.34,1
2026-03-29,East,A,97,9240.71,4
2026-03-29,East,B,79,8927.42,1
2026-03-29,East,C,58,8284.26,1
2026-03-30,North,A,121,12117.05,2
2026-03-30,North,B,114,14362.33,2
2026-03-30,North,C,75,10477.38,3
2026-03-30,South,A,104,9418.39,2
2026-03-30,South,B,83,9702.63,1
2026-03-30,South,C,65,9435.69,1
2026-03-30,East,A,98,9803.46,2
2026-03-30,East,B,79,9225.74,2
2026-03-30,East,C,55,8072.88,2
2026-03-31,North,A,112,10112.25,3
2026-03-31,North,B,93,11318.83,4
2026-03-31,North,C,64,9548.01,1
2026-03-31,South,A,92,8467.75,2
2026-03-31,South,B,75,8939.2,3
2026-03-31,South,C,61,9382.59,2
2026-03-31,East,A,93,8643.4,4
2026-03-31,East,B,84,10440.56,1
2026-03-31,East,C,59,8925.2,1
2026-04-01,North,A,108,10226.07,3
2026-04-01,North,B,85,10424.04,3
2026-04-01,North,C,80,11932.32,4
2026-04-01,South,A,104,9341.94,1
2026-04-01,South,B,81,9844.8,4
2026-04-01,South,C,60,8510.01,1
2026-04-01,East,A,106,10860.15,5
2026-04-01,East,B,81,9875.26,1
2026-04-01,East,C,56,8082.95,1
2026-04-02,North,A,115,11231.6,4
2026-04-02,North,B,83,9735.0,3
2026-04-02,North,C,73,11118.28,1
2026-04-02,South,A,107,11096.11,2
2026-04-02,South,B,83,9273.43,2
2026-04-02,South,C,76,10797.84,1
2026-04-02,East,A,95,8731.84,3
2026-04-02,East,B,76,9080.06,1
2026-04-02,East,C,56,7574.95,1
2026-04-03,North,A,110,10861.6,4
2026-04-03,North,B,103,12960.53,3
2026-04-03,North,C,80,11262.34,3
2026-04-03,South,A,107,10522.6,1
2026-04-03,South,B,90,11079.46,2
2026-04-03,South,C,69,10284.24,3
2026-04-03,East,A,103,9759.3,3
2026-04-03,East,B,83,9653.89,4
2026-04-03,East,C,65,9586.71,2
2026-04-04,North,A,122,11886.9,5
2026-04-04,North,B,99,12131.49,3
2026-04-04,North,C,79,11168.86,3
2026-04-04,South,A,106,9820.36,2
2026-04-04,South,B,86,10514.96,1
2026-04-04,South,C,67,10177.18,1
2026-04-04,East,A,83,7985.58,3
2026-04-04,East,B,84,10129.44,2
2026-04-04,East,C,63,8759.85,3
2026-04-05,North,A,119,10804.3,4
2026-04-05,North,B,74,9466.34,2
2026-04-05,North,C,69,10063.36,2
2026-04-05,South,A,107,10718.35,2
2026-04-05,South,B,87,10694.36,3
2026-04-05,South,C,67,8903.95,2
2026-04-05,East,A,96,9782.53,4
2026-04-05,East,B,73,8533.25,3
2026-04-05,East,C,72,10091.8,1
2026-04-06,North,A,115,10186.41,2
2026-04-06,North,B,86,9642.36,2
2026-04-06,North,C,78,10958.69,2
2026-04-06,South,A,90,8462.02,3
2026-04-06,South,B,82,9158.63,2
2026-04-06,South,C,73,10161.13,3
2026-04-06,East,A,101,9172.7,1
2026-04-06,East,B,65,7763.49,3
2026-04-06,East,C,57,8063.69,2
2026-04-07,North,A,117,11169.13,4
2026-04-07,North,B,103,13501.6,4
2026-04-07,North,C,78,12191.31,3
2026-04-07,South,A,93,8475.04,3
2026-04-07,South,B,78,9396.49,3
2026-04-07,South,C,68,10150.03,2
2026-04-07,East,A,98,9827.3,2
2026-04-07,East,B,77,9077.71,1
2026-04-07,East,C,55,8694.57,2
2026-04-08,North,A,130,12486.57,3
2026-04-08,North,B,94,11278.6,2
2026-04-08,North,C,68,9984.54,3
2026-04-08,South,A,119,11640.47,3
2026-04-08,South,B,77,9578.92,3
2026-04-08,South,C,62,7966.95,2
2026-04-08,East,A,107,10089.31,2
2026-04-08,East,B,86,10359.11,2
2026-04-08,East,C,67,9834.07,1
2026-04-09,North,A,106,10121.12,2
2026-04-09,North,B,107,13560.46,1
2026-04-09,North,C,75,10447.37,3
2026-04-09,South,A,113,10635.95,3
2026-04-09,South,B,87,10823.35,2
2026-04-09,South,C,73,10635.86,3
2026-04-09,East,A,101,9898.13,1
2026-04-09,East,B,81,9693.54,1
2026-04-09,East,C,62,8822.92,1
2026-04-10,North,A,121,11147.72,5
2026-04-10,North,B,108,13333.15,2
2026-04-10,North,C,79,11294.7,2
2026-04-10,South,A,115,10797.83,3
2026-04-10,South,B,87,10194.03,1
2026-04-10,South,C,79,10643.84,2
2026-04-10,East,A,93,9588.85,2
2026-04-10,East,B,87,10333.01,1
2026-04-10,East,C,67,10157.02,2
2026-04-11,North,A,106,10766.34,4
2026-04-11,North,B,102,12750.86,2
2026-04-11,North,C,81,12222.84,2
2026-04-11,South,A,108,10036.37,5
2026-04-11,South,B,90,10140.46,2
2026-04-11,South,C,82,12147.2,2
2026-04-11,East,A,115,11015.84,3
2026-04-11,East,B,78,9492.38,2
2026-04-11,East,C,67,10880.2,1
2026-04-12,North,A,113,11390.35,2
2026-04-12,North,B,116,14078.99,3
2026-04-12,North,C,82,12310.99,2
2026-04-12,South,A,108,10154.47,1
2026-04-12,South,B,86,10428.42,2
2026-04-12,South,C,76,10511.4,1
2026-04-12,East,A,97,8978.37,3
2026-04-12,East,B,88,11063.91,3
2026-04-12,East,C,60,8586.17,2
2026-04-13,North,A,130,12450.09,4
2026-04-13,North,B,87,10990.82,3
2026-04-13,North,C,69,10734.95,3
2026-04-13,South,A,103,9058.78,3
2026-04-13,South,B,87,10044.91,3
2026-04-13,South,C,72,10681.01,1
2026-04-13,East,A,102,10439.09,4
2026-04-13,East,B,82,9665.61,1
2026-04-13,East,C,66,8969.15,2
2026-04-14,North,A,109,10650.97,2
2026-04-14,North,B,102,11730.59,2
2026-04-14,North,C,90,13514.29,3
2026-04-14,South,A,110,10913.82,4
2026-04-14,South,B,87,10132.79,3
2026-04-14,South,C,74,11167.65,1
2026-04-14,East,A,99,8715.31,4
2026-04-14,East,B,77,9396.04,3
2026-04-14,East,C,59,8486.13,2
2026-04-15,North,A,112,10820.38,2
2026-04-15,North,B,103,12083.48,4
2026-04-15,North,C,82,12064.83,1
2026-04-15,South,A,102,10211.16,2
2026-04-15,South,B,92,11186.97,3
2026-04-15,South,C,77,11977.42,1
2026-04-15,East,A,105,10260.12,2
2026-04-15,East,B,87,10010.32,3
2026-04-15,East,C,63,9936.06,2
2026-04-16,North,A,115,10901.44,4
2026-04-16,North,B,103,12078.42,3
2026-04-16,North,C,83,12558.17,1
2026-04-16,South,A,105,10534.48,3
2026-04-16,South,B,87,10293.49,3
2026-04-16,South,C,74,10720.91,2
2026-04-16,East,A,103,9975.04,3
2026-04-16,East,B,89,10747.1,3
2026-04-16,East,C,63,9228.51,2
2026-04-17,North,A,131,11721.15,4
2026-04-17,North,B,98,11795.14,2
2026-04-17,North,C,72,11387.3,3
2026-04-17,South,A,108,11471.53,1
2026-04-17,South,B,87,10116.33,3
2026-04-17,South,C,63,8902.42,3
2026-04-17,East,A,92,8501.43,1
2026-04-17,East,B,78,9446.14,3
2026-04-17,East,C,52,7648.25,1
2026-04-18,North,A,124,12127.0,4
2026-04-18,North,B,97,11587.38,4
2026-04-18,North,C,78,11798.99,2
2026-04-18,South,A,119,11051.39,3
2026-04-18,South,B,88,10858.78,3
2026-04-18,South,C,73,10394.85,2
2026-04-18,East,A,100,10326.69,3
2026-04-18,East,B,87,10634.25,2
2026-04-18,East,C,58,8431.39,2
2026-04-19,North,A,121,11729.57,3
2026-04-19,North,B,106,13445.1,2
2026-04-19,North,C,70,10383.79,1
2026-04-19,South,A,101,9258.22,3
2026-04-19,South,B,82,9083.03,1
2026-04-19,South,C,62,8689.23,1
2026-04-19,East,A,104,10143.7,4
2026-04-19,East,B,80,9288.91,2
2026-04-19,East,C,64,9371.81,3
2026-04-20,North,A,124,12467.27,2
2026-04-20,North,B,109,13591.95,3
2026-04-20,North,C,76,11032.75,2
2026-04-20,South,A,99,9250.19,2
2026-04-20,South,B,79,9662.48,3
2026-04-20,South,C,74,11284.09,1
2026-04-20,East,A,100,10773.5,2
2026-04-20,East,B,76,8486.63,3
2026-04-20,East,C,79,10815.55,2
2026-04-21,North,A,119,11478.42,2
2026-04-21,North,B,102,11671.06,3
2026-04-21,North,C,83,12579.73,1
2026-04-21,South,A,99,9467.26,2
2026-04-21,South,B,97,11789.17,3
2026-04-21,South,C,74,10849.21,2
2026-04-21,East,A,114,10700.77,2
2026-04-21,East,B,85,10807.17,2
2026-04-21,East,C,73,10541.97,1
2026-04-22,North,A,114,10936.33,2
2026-04-22,North,B,100,11469.12,3
2026-04-22,North,C,75,11343.38,3
2026-04-22,South,A,116,10625.42,4
2026-04-22,South,B,84,9694.58,3
2026-04-22,South,C,63,8926.1,2
2026-04-22,East,A,96,9564.53,3
2026-04-22,East,B,88,10970.45,2
2026-04-22,East,C,64,8900.83,2
2026-04-23,North,A,110,11209.3,2
2026-04-23,North,B,102,11682.29,3
2026-04-23,North,C,83,12707.13,3
2026-04-23,South,A,106,10534.42,2
2026-04-23,South,B,93,11599.54,4
2026-04-23,South,C,71,9792.83,1
2026-04-23,East,A,105,10670.32,4
2026-04-23,East,B,85,10721.99,3
2026-04-23,East,C,65,9423.76,1
2026-04-24,North,A,108,9740.26,3
2026-04-24,North,B,94,10934.65,2
2026-04-24,North,C,71,10736.24,2
2026-04-24,South,A,105,10486.1,3
2026-04-24,South,B,86,10344.39,1
2026-04-24,South,C,72,9721.48,3
2026-04-24,East,A,101,9612.66,2
2026-04-24,East,B,90,11174.25,3
2026-04-24,East,C,69,10309.03,2
2026-04-25,North,A,127,12802.39,2
2026-04-25,North,B,94,11628.45,2
2026-04-25,North,C,74,10712.67,1
2026-04-25,South,A,110,10584.63,3
2026-04-25,South,B,83,8893.41,2
2026-04-25,South,C,70,10422.31,3
2026-04-25,East,A,103,9902.72,1
2026-04-25,East,B,78,9227.47,3
2026-04-25,East,C,78,11264.6,2
2026-04-26,North,A,127,12195.21,5
2026-04-26,North,B,103,12584.29,4
2026-04-26,North,C,74,10873.59,3
2026-04-26,South,A,90,8997.53,3
2026-04-26,South,B,96,11672.2,2
2026-04-26,South,C,68,10299.78,1
2026-04-26,East,A,96,9243.82,1
2026-04-26,East,B,77,9335.73,1
2026-04-26,East,C,72,10588.12,3
2026-04-27,North,A,131,13073.18,2
2026-04-27,North,B,91,11894.3,3
2026-04-27,North,C,73,10744.21,3
2026-04-27,South,A,110,10284.47,4
2026-04-27,South,B,78,10006.04,1
2026-04-27,South,C,63,9914.57,2
2026-04-27,East,A,95,9202.26,3
2026-04-27,East,B,93,11743.79,2
2026-04-27,East,C,59,8245.0,2
2026-04-28,North,A,124,11174.11,3
2026-04-28,North,B,104,12410.07,4
2026-04-28,North,C,74,10149.34,1
2026-04-28,South,A,115,10417.24,4
2026-04-28,South,B,92,12094.33,1
2026-04-28,South,C,75,10966.42,1
2026-04-28,East,A,119,11650.05,1
2026-04-28,East,B,77,8900.16,2
2026-04-28,East,C,58,8382.21,2
2026-04-29,North,A,102,10331.13,2
2026-04-29,North,B,97,12376.08,2
2026-04-29,North,C,77,11085.66,3
2026-04-29,South,A,110,10296.98,3
2026-04-29,South,B,100,12416.85,2
2026-04-29,South,C,82,13104.1,1
2026-04-29,East,A,96,9304.45,3
2026-04-29,East,B,79,9520.11,3
2026-04-29,East,C,61,9181.75,1
2026-04-30,North,A,123,12241.62,5
2026-04-30,North,B,100,11889.76,2
2026-04-30,North,C,72,10057.1,3
2026-04-30,South,A,113,10316.0,1
2026-04-30,South,B,89,11265.81,3
2026-04-30,South,C,68,9339.18,2
2026-04-30,East,A,114,11017.22,5
2026-04-30,East,B,80,9393.76,1
2026-04-30,East,C,62,9457.05,2
2026-05-01,North,A,109,10528.48,4
2026-05-01,North,B,102,12153.18,3
2026-05-01,North,C,76,11746.58,3
2026-05-01,South,A,118,11348.37,4
2026-05-01,South,B,86,10528.85,2
2026-05-01,South,C,70,9889.16,1
2026-05-01,East,A,102,9979.72,4
2026-05-01,East,B,95,11672.56,3
2026-05-01,East,C,62,8619.19,3
2026-05-02,North,A,123,12075.12,4
2026-05-02,North,B,102,12506.83,1
2026-05-02,North,C,78,11462.81,1
2026-05-02,South,A,103,9858.42,2
2026-05-02,South,B,80,9566.5,1
2026-05-02,South,C,78,11071.74,2
2026-05-02,East,A,116,11665.92,2
2026-05-02,East,B,87,10668.75,2
2026-05-02,East,C,66,8522.86,2
2026-05-03,North,A,120,11304.09,1
2026-05-03,North,B,92,10755.33,3
2026-05-03,North,C,77,11276.12,2
2026-05-03,South,A,102,9808.62,3
2026-05-03,South,B,88,10272.14,1
2026-05-03,South,C,70,9185.66,1
2026-05-03,East,A,105,10216.66,1
2026-05-03,East,B,73,8303.26,1
2026-05-03,East,C,71,9302.98,2
2026-05-04,North,A,116,12150.22,2
2026-05-04,North,B,103,13082.09,3
2026-05-04,North,C,77,10150.48,1
2026-05-04,South,A,112,10470.09,3
2026-05-04,South,B,82,9640.35,2
2026-05-04,South,C,66,9519.19,2
2026-05-04,East,A,96,9428.59,2
2026-05-04,East,B,79,9449.19,1
2026-05-04,East,C,73,10966.11,1
2026-05-05,North,A,119,12171.2,3
2026-05-05,North,B,101,12242.12,3
2026-05-05,North,C,69,9441.97,2
2026-05-05,South,A,112,10843.75,3
2026-05-05,South,B,90,11375.68,4
2026-05-05,South,C,73,10944.72,1
2026-05-05,East,A,108,10024.19,2
2026-05-05,East,B,69,8149.17,1
2026-05-05,East,C,60,8513.8,2
2026-05-06,North,A,120,11186.24,4
2026-05-06,North,B,102,13072.03,2
2026-05-06,North,C,76,10737.19,3
2026-05-06,South,A,110,10730.47,3
2026-05-06,South,B,94,10805.8,2
2026-05-06,South,C,67,9636.86,1
2026-05-06,East,A,108,10927.51,4
2026-05-06,East,B,79,9223.79,3
2026-05-06,East,C,65,9110.63,3
2026-05-07,North,A,114,10544.51,2
2026-05-07,North,B,96,10711.31,2
2026-05-07,North,C,72,9954.15,3
2026-05-07,South,A,91,8474.55,2
2026-05-07,South,B,98,12372.29,4
2026-05-07,South,C,81,11436.6,2
2026-05-07,East,A,105,10198.3,3
2026-05-07,East,B,77,9539.03,3
2026-05-07,East,C,65,8497.64,2
2026-05-08,North,A,127,12501.55,2
2026-05-08,North,B,98,11320.89,2
2026-05-08,North,C,79,12390.91,3
2026-05-08,South,A,112,10424.87,1
2026-05-08,South,B,93,11710.74,4
2026-05-08,South,C,75,11161.82,2
2026-05-08,East,A,92,8615.64,1
2026-05-08,East,B,80,9348.42,1
2026-05-08,East,C,70,10119.38,3
2026-05-09,North,A,136,13679.69,3
2026-05-09,North,B,104,12931.15,2
2026-05-09,North,C,79,11786.58,1
2026-05-09,South,A,83,8396.67,3
2026-05-09,South,B,83,10299.24,3
2026-05-09,South,C,73,10938.89,3
2026-05-09,East,A,93,8965.78,4
2026-05-09,East,B,80,9514.4,2
2026-05-09,East,C,63,9020.49,2
2026-05-10,North,A,102,9832.84,2
2026-05-10,North,B,109,13023.79,2
2026-05-10,North,C,79,11970.07,3
2026-05-10,South,A,112,11755.93,3
2026-05-10,South,B,90,11333.11,3
2026-05-10,South,C,72,10737.11,2
2026-05-10,East,A,96,10055.96,2
2026-05-10,East,B,77,9437.46,1
2026-05-10,East,C,60,8637.94,1
2026-05-11,North,A,118,11529.01,2
2026-05-11,North,B,100,12550.55,1
2026-05-11,North,C,71,9569.61,1
2026-05-11,South,A,99,9082.42,3
2026-05-11,South,B,82,9595.45,4
2026-05-11,South,C,67,9294.4,2
2026-05-11,East,A,93,8683.62,2
2026-05-11,East,B,80,9875.63,3
2026-05-11,East,C,62,8977.97,2
2026-05-12,North,A,119,11437.4,2
2026-05-12,North,B,94,10863.14,4
2026-05-12,North,C,82,12050.38,3
2026-05-12,South,A,102,9553.99,3
2026-05-12,South,B,93,11721.28,4
2026-05-12,South,C,73,10436.19,2
2026-05-12,East,A,112,10291.34,2
2026-05-12,East,B,77,8852.51,3
2026-05-12,East,C,63,9349.18,2
2026-05-13,North,A,120,11298.21,5
2026-05-13,North,B,102,13214.71,3
2026-05-13,North,C,81,10876.34,2
2026-05-13,South,A,114,10916.89,3
2026-05-13,South,B,83,10181.12,3
2026-05-13,South,C,77,11043.14,3
2026-05-13,East,A,106,9998.66,1
2026-05-13,East,B,63,7762.88,2
2026-05-13,East,C,65,9309.36,1
2026-05-14,North,A,120,11308.21,4
2026-05-14,North,B,113,13117.8,2
2026-05-14,North,C,71,10121.08,2
2026-05-14,South,A,105,10228.23,4
2026-05-14,South,B,87,10469.5,1
2026-05-14,South,C,64,9702.89,2
2026-05-14,East,A,102,10625.22,3
2026-05-14,East,B,82,9457.0,3
2026-05-14,East,C,65,9566.27,2
2026-05-15,North,A,128,12020.44,5
2026-05-15,North,B,84,9985.58,4
2026-05-15,North,C,87,13049.12,2
2026-05-15,South,A,114,10460.37,3
2026-05-15,South,B,88,10745.25,2
2026-05-15,South,C,72,9493.99,2
2026-05-15,East,A,98,9901.35,2
2026-05-15,East,B,60,7196.32,3
2026-05-15,East,C,59,8518.06,2
2026-05-16,North,A,112,11006.07,2
2026-05-16,North,B,95,11239.63,2
2026-05-16,North,C,88,12195.64,3
2026-05-16,South,A,108,10113.37,3
2026-05-16,South,B,89,11512.27,3
2026-05-16,South,C,73,10029.98,2
2026-05-16,East,A,109,10713.44,3
2026-05-16,East,B,77,9530.0,1
2026-05-16,East,C,57,8068.03,1
2026-05-17,North,A,101,8742.91,2
2026-05-17,North,B,104,12919.12,3
2026-05-17,North,C,66,9698.67,2
2026-05-17,South,A,114,11078.03,4
2026-05-17,South,B,85,11093.86,3
2026-05-17,South,C,68,9316.63,3
2026-05-17,East,A,93,8140.83,2
2026-05-17,East,B,84,9929.95,3
2026-05-17,East,C,59,8817.04,1
2026-05-18,North,A,105,9440.02,3
2026-05-18,North,B,87,11080.33,2
2026-05-18,North,C,78,11278.01,3
2026-05-18,South,A,101,10220.04,4
2026-05-18,South,B,89,10437.17,2
2026-05-18,South,C,72,10213.63,1
2026-05-18,East,A,90,8821.05,3
2026-05-18,East,B,82,8803.98,3
2026-05-18,East,C,63,9631.18,2
2026-05-19,North,A,122,11413.53,1
2026-05-19,North,B,89,11222.14,3
2026-05-19,North,C,82,10727.58,3
2026-05-19,South,A,108,10466.89,2
2026-05-19,South,B,88,10249.58,2
2026-05-19,South,C,75,11688.23,1
2026-05-19,East,A,102,10334.71,4
2026-05-19,East,B,77,9284.77,2
2026-05-19,East,C,66,9893.14,1
2026-05-20,North,A,112,10315.42,4
2026-05-20,North,B,105,12823.58,2
2026-05-20,North,C,81,11678.19,4
2026-05-20,South,A,115,11082.04,3
2026-05-20,South,B,91,10955.83,2
2026-05-20,South,C,70,9495.31,3
2026-05-20,East,A,93,8502.47,2
2026-05-20,East,B,78,9810.18,3
2026-05-20,East,C,60,8547.75,2
2026-05-21,North,A,125,12181.81,1
2026-05-21,North,B,81,8980.17,1
2026-05-21,North,C,77,10886.99,1
2026-05-21,South,A,92,8474.9,1
2026-05-21,South,B,89,10462.47,1
2026-05-21,South,C,69,9745.67,2
2026-05-21,East,A,91,8769.18,2
2026-05-21,East,B,68,7651.89,1
2026-05-21,East,C,66,9245.64,3
2026-05-22,North,A,114,11182.95,2
2026-05-22,North,B,90,11021.22,2
2026-05-22,North,C,81,11396.17,3
2026-05-22,South,A,83,7660.31,3
2026-05-22,South,B,73,9031.17,1
2026-05-22,South,C,68,9423.41,2
2026-05-22,East,A,90,7960.31,1
2026-05-22,East,B,73,8103.81,2
2026-05-22,East,C,69,9885.21,2
2026-05-23,North,A,114,10792.52,2
2026-05-23,North,B,101,12444.53,3
2026-05-23,North,C,72,10257.68,1
2026-05-23,South,A,96,9231.66,1
2026-05-23,South,B,84,9025.25,3
2026-05-23,South,C,64,9346.9,3
2026-05-23,East,A,110,11070.17,4
2026-05-23,East,B,81,10210.86,1
2026-05-23,East,C,57,8463.07,1
2026-05-24,North,A,120,11522.5,3
2026-05-24,North,B,82,9561.47,2
2026-05-24,North,C,66,9774.07,1
2026-05-24,South,A,113,10835.96,2
2026-05-24,South,B,79,9841.81,1
2026-05-24,South,C,68,10355.37,3
2026-05-24,East,A,93,8938.77,3
2026-05-24,East,B,78,10159.96,2
2026-05-24,East,C,66,9547.61,1
2026-05-25,North,A,115,10948.92,3
2026-05-25,North,B,89,11218.68,2
2026-05-25,North,C,75,10656.52,3
2026-05-25,South,A,104,9712.13,3
2026-05-25,South,B,88,10215.14,1
2026-05-25,South,C,67,9588.28,1
2026-05-25,East,A,82,8020.07,4
2026-05-25,East,B,78,9624.95,2
2026-05-25,East,C,62,9075.83,1
2026-05-26,North,A,107,9664.47,5
2026-05-26,North,B,92,11956.41,3
2026-05-26,North,C,68,9291.44,1
2026-05-26,South,A,112,10692.15,4
2026-05-26,South,B,82,10117.39,2
2026-05-26,South,C,79,10634.79,3
2026-05-26,East,A,90,8972.19,4
2026-05-26,East,B,80,9931.81,2
2026-05-26,East,C,62,8502.45,1
2026-05-27,North,A,117,11057.16,3
2026-05-27,North,B,99,11265.39,1
2026-05-27,North,C,72,10494.83,3
2026-05-27,South,A,94,9066.28,3
2026-05-27,South,B,78,9174.54,3
2026-05-27,South,C,71,9928.47,1
2026-05-27,East,A,89,9241.3,3
2026-05-27,East,B,81,9371.97,3
2026-05-27,East,C,63,9421.91,2
2026-05-28,North,A,110,10313.4,5
2026-05-28,North,B,80,10358.5,3
2026-05-28,North,C,71,10708.58,3
2026-05-28,South,A,102,9192.84,4
2026-05-28,South,B,90,11019.81,4
2026-05-28,South,C,66,9534.1,2
2026-05-28,East,A,93,9287.48,4
2026-05-28,East,B,82,9843.73,1
2026-05-28,East,C,54,7734.22,1
2026-05-29,North,A,116,10366.77,3
2026-05-29,North,B,81,10002.12,2
2026-05-29,North,C,78,11148.15,1
2026-05-29,South,A,97,9585.06,1
2026-05-29,South,B,81,9025.05,1
2026-05-29,South,C,62,8782.11,2
2026-05-29,East,A,87,8846.73,2
2026-05-29,East,B,80,9341.56,2
2026-05-29,East,C,62,8704.32,1
2026-05-30,North,A,117,10797.74,5
2026-05-30,North,B,99,12403.47,3
2026-05-30,North,C,73,11076.09,1
2026-05-30,South,A,95,9505.71,1
2026-05-30,South,B,84,10078.85,3
2026-05-30,South,C,56,8418.02,1
2026-05-30,East,A,89,8589.25,3
2026-05-30,East,B,89,11171.81,3
2026-05-30,East,C,63,9056.93,1
2026-05-31,North,A,121,12326.85,4
2026-05-31,North,B,94,11061.15,1
2026-05-31,North,C,73,10834.78,1
2026-05-31,South,A,93,9306.84,1
2026-05-31,South,B,80,9973.72,4
2026-05-31,South,C,66,10200.53,2
2026-05-31,East,A,93,8580.66,1
2026-05-31,East,B,78,9064.27,3
2026-05-31,East,C,71,11033.37,1
2026-06-01,North,A,127,12522.01,2
2026-06-01,North,B,87,10761.77,3
2026-06-01,North,C,71,10667.29,2
2026-06-01,South,A,97,9406.4,2
2026-06-01,South,B,92,10499.43,2
2026-06-01,South,C,65,8841.93,1
2026-06-01,East,A,89,8505.13,4
2026-06-01,East,B,79,9917.4,3
2026-06-01,East,C,52,7195.48,1
2026-06-02,North,A,99,9381.23,3
2026-06-02,North,B,80,9619.36,2
2026-06-02,North,C,77,10789.79,2
2026-06-02,South,A,113,10968.15,3
2026-06-02,South,B,82,10533.78,1
2026-06-02,South,C,66,9434.33,1
2026-06-02,East,A,88,9001.18,2
2026-06-02,East,B,67,7943.92,1
2026-06-02,East,C,56,8123.98,2
2026-06-03,North,A,114,11380.6,5
2026-06-03,North,B,96,12359.89,3
2026-06-03,North,C,63,9284.23,1
2026-06-03,South,A,101,10106.43,4
2026-06-03,South,B,79,9015.88,2
2026-06-03,South,C,70,10027.57,1
2026-06-03,East,A,85,7793.72,2
2026-06-03,East,B,81,9866.99,1
2026-06-03,East,C,59,8341.46,2
2026-06-04,North,A,113,10427.45,4
2026-06-04,North,B,98,11824.5,3
2026-06-04,North,C,72,10903.7,3
2026-06-04,South,A,118,11330.18,2
2026-06-04,South,B,82,9675.3,3
2026-06-04,South,C,71,9784.9,1
2026-06-04,East,A,99,9589.24,1
2026-06-04,East,B,70,8303.41,2
2026-06-04,East,C,58,8358.12,2
2026-06-05,North,A,115,10552.84,1
2026-06-05,North,B,88,10867.65,2
